,Company_Type,Company_name,Company_link,Market_cap,Current_Price,High,Low,P_E,Book_Value,Dividend_Yield,ROCE,ROE,Face_Value,Sales_growth,Up_from_52w_low,Industry_PE,No_Eq_Shares,Sales_growth_3Years,Down_from_52w_high,RSI,EPS_latest_quarter,From_52w_high,Debt_to_equity,Tiker_name
940,"Diamond, Gems and Jewellery companies",Zodiac-JRD MKJ,https://www.screener.in/company/SILGO/,28.0,27.2,33.9,14.2,10.3,31.2,0.0,10.6,7.95,10.0,14.2,91.2,33.6,1.03,6.24,19.6,50.3,0.49,0.8,0.69,SILGO
941,"Diamond, Gems and Jewellery companies",Silgo Retail,https://www.screener.in/company/GOENKA/consolidated/,25.4,0.80,1.44,0.65,,7.49,0.0,-0.41,-0.95,1.00,-7.37,23.1,33.6,31.7,-49.7,44.4,45.6,-0.03,0.56,0.76,GOENKA
942,"Diamond, Gems and Jewellery companies",Goenka Diamond,https://www.screener.in/company/539559/consolidated/,21.6,6.74,27.0,5.20,17.1,4.55,0.0,,,1.00,,29.6,33.6,3.20,,75.1,53.7,-0.11,0.25,0.0,539559
943,"Diamond, Gems and Jewellery companies",Deep Diamond,https://www.screener.in/company/542034/,20.3,20.3,23.9,13.4,11.3,16.8,0.0,2.50,1.02,10.0,60.8,50.6,33.6,1.00,20.4,15.2,54.0,0.29,0.85,1.02,542034
944,"Diamond, Gems and Jewellery companies",S.M. Gold,https://www.screener.in/company/531626/,18.6,4.50,8.27,3.20,,0.16,0.0,-14.9,-32.6,1.00,-51.4,40.6,33.6,4.13,-23.9,45.6,51.2,-0.04,0.54,0.08,531626
945,"Diamond, Gems and Jewellery companies",Orosil Smiths,https://www.screener.in/company/539884/,17.3,3.46,4.65,2.40,23.7,2.87,0.0,7.13,6.06,2.00,-10.5,44.2,33.6,5.00,-10.3,25.6,53.3,0.19,0.74,0.04,539884
946,"Diamond, Gems and Jewellery companies",Darshan Orna,https://www.screener.in/company/523790/,14.5,10.7,11.6,3.15,9.37,16.5,0.0,0.32,0.00,10.0,339,240,33.6,1.36,-64.5,7.92,74.4,-0.10,0.92,0.01,523790
947,"Diamond, Gems and Jewellery companies",Shukra Jewellery,https://www.screener.in/company/523826/,13.9,24.0,32.2,17.3,11.5,27.8,0.0,11.6,9.51,10.0,-9.83,38.7,33.6,0.58,-5.00,25.4,48.4,0.50,0.75,0.74,523826
948,"Diamond, Gems and Jewellery companies",Sover. Diamonds,https://www.screener.in/company/531506/,7.68,15.3,15.3,5.71,,2.43,0.0,1.32,0.66,10.0,-96.3,168,33.6,0.50,-29.4,0.0,85.2,-0.06,1.0,2.27,531506
949,"Diamond, Gems and Jewellery companies",Shukra Bullions,https://www.screener.in/company/543970/,7.35,49.0,101,0.00,66.8,23.2,0.0,18.3,13.4,10.0,"1,219",,33.6,0.15,,51.2,48.1,0.33,0.49,0.0,543970
950,"Diamond, Gems and Jewellery companies",Shoora Designs,https://www.screener.in/company/523373/,6.25,17.5,21.9,16.3,,16.5,0.0,4.88,9.29,10.0,43.8,7.36,33.6,0.36,44.3,20.0,46.2,-1.60,0.8,2.24,523373
951,"Diamond, Gems and Jewellery companies",Mini Diamonds(I),https://www.screener.in/company/523425/consolidated/,3.56,6.67,8.80,5.15,,2.10,0.0,1.98,37.0,10.0,-38.5,29.5,33.6,0.53,20.6,24.2,37.9,0.02,0.76,15.3,523425
952,"Diamond, Gems and Jewellery companies",Sunraj Diamond,https://www.screener.in/company/526195/,2.53,3.10,3.35,1.99,,7.20,0.0,-0.29,-1.13,10.0,,55.8,33.6,0.82,,7.46,62.7,-0.13,0.93,3.05,526195
953,"Diamond, Gems and Jewellery companies",Neogem India,https://www.screener.in/company/3MINDIA/,"42,047","37,309","39,876","21,300",86.4,"1,852",0.27,25.3,18.8,10.0,12.9,75.2,29.5,1.13,10.5,6.44,74.3,119,0.94,0.01,3MINDIA
954,Diversified companies,3M India,https://www.screener.in/company/DCMSHRIRAM/consolidated/,"16,037","1,028","1,146",730,26.0,399,1.36,19.0,15.1,2.00,2.99,40.9,26.0,15.6,14.1,10.3,56.6,2.07,0.9,0.25,DCMSHRIRAM
955,Diversified companies,DCM Shriram,https://www.screener.in/company/SWANENERGY/consolidated/,"13,486",511,525,193,92.1,95.8,0.02,2.19,-3.53,1.00,290,165,31.1,26.4,61.6,2.72,69.2,3.20,0.97,2.04,SWANENERGY
956,Diversified companies,Swan Energy,https://www.screener.in/company/QUESS/consolidated/,"7,765",523,532,337,40.0,182,1.53,9.39,7.37,10.0,16.0,55.0,29.5,14.8,16.0,1.69,64.1,4.85,0.98,0.36,QUESS
957,Diversified companies,Quess Corp,https://www.screener.in/company/NAVA/consolidated/,"6,359",438,486,213,7.06,440,1.37,16.8,16.6,2.00,-0.20,106,29.5,14.5,8.55,9.79,54.4,10.2,0.9,0.22,NAVA
958,Diversified companies,Nava,https://www.screener.in/company/BALMLAWRIE/consolidated/,"3,742",219,241,108,19.0,97.0,3.43,10.1,10.2,10.0,0.88,102,29.5,17.1,14.7,9.23,71.2,3.73,0.91,0.08,BALMLAWRIE
959,Diversified companies,Balmer Lawrie,https://www.screener.in/company/TTKHLTCARE/,"2,003","1,417","1,556",828,31.2,688,0.71,10.1,99.7,10.0,10.4,71.2,31.1,1.41,3.94,8.91,60.2,11.3,0.91,0.03,TTKHLTCARE
960,Diversified companies,TTK Healthcare,https://www.screener.in/company/ANDREWYU/consolidated/,"1,976",40.4,41.2,18.6,,7.59,0.02,3.77,3.28,2.00,-16.6,118,31.1,48.9,7.73,1.8,70.2,-0.11,0.98,0.29,ANDREWYU
961,Diversified companies,Andrew Yule & Co,https://www.screener.in/company/ROSSELLIND/,"1,769",469,550,221,152,76.0,0.09,10.1,10.3,2.00,7.93,112,31.1,3.77,4.56,14.6,49.3,6.48,0.85,0.56,ROSSELLIND
962,Diversified companies,Rossell India,https://www.screener.in/company/ANDHRSUGAR/consolidated/,"1,511",111,139,100.0,13.2,114,1.79,16.0,12.6,2.00,-10.2,11.5,31.1,13.6,17.0,19.6,58.2,1.38,0.8,0.01,ANDHRSUGAR
963,Diversified companies,Andhra Sugars,https://www.screener.in/company/509525/,561,935,"1,247",579,15.6,475,2.68,15.5,12.6,10.0,-2.45,61.4,31.1,0.60,5.85,25.1,40.1,13.4,0.75,0.68,509525
964,Diversified companies,Empire Inds.,https://www.screener.in/company/KRISHNADEF/,465,378,400,128,73.9,41.6,0.0,15.6,17.4,10.0,62.7,196,31.1,1.23,36.7,5.5,67.1,2.14,0.95,0.27,KRISHNADEF
965,Diversified companies,Krishna Defence,https://www.screener.in/company/SAAKSHI/,384,218,294,146,31.0,,0.0,33.3,34.3,10.0,33.3,49.0,31.1,1.77,25.8,25.9,43.2,3.14,0.74,0.19,SAAKSHI
966,Diversified companies,Saakshi Medtech,https://www.screener.in/company/SPECTSTM/consolidated/,244,106,169,89.0,11.4,60.1,0.0,46.5,70.2,10.0,58.9,18.8,31.1,2.31,33.4,37.4,52.4,1.75,0.63,0.01,SPECTSTM
967,Diversified companies,Spectrum Talent,https://www.screener.in/company/GILLANDERS/consolidated/,237,111,130,56.6,,128,0.0,4.38,1.37,10.0,-21.1,96.3,31.1,2.13,-12.0,14.8,49.4,1.71,0.85,0.53,GILLANDERS
968,Diversified companies,Gillanders Arbut,https://www.screener.in/company/511092/,89.6,31.0,45.4,10.1,23.6,12.8,0.0,8.82,7.42,10.0,79.3,208,31.1,2.89,41.3,31.7,22.0,0.41,0.68,0.0,511092
969,Diversified companies,JMD Ventures,https://www.screener.in/company/501430/,52.0,"1,299","1,410",626,16.3,667,0.38,12.0,9.15,10.0,8.81,108,31.1,0.04,0.51,7.87,62.6,21.8,0.92,0.02,501430
970,Diversified companies,Bombay Cycle,https://www.screener.in/company/INDIFRA/,49.9,68.4,73.0,68.4,50.4,,0.0,88.5,82.2,10.0,-8.25,0.00,31.1,0.73,64.5,6.3,,0.08,0.94,0.0,INDIFRA
971,Diversified companies,Indifra Ltd,https://www.screener.in/company/513149/,46.2,721,"1,210",611,75.7,355,0.0,-1.80,-1.48,10.0,,18.0,31.1,0.06,,40.4,40.0,2.81,0.6,0.0,513149
972,Diversified companies,Acrow India,https://www.screener.in/company/HBLPOWER/consolidated/,"12,097",436,480,86.1,67.6,38.2,0.1,13.7,10.7,1.00,29.7,407,64.2,27.7,7.83,8.99,59.7,2.48,0.91,0.1,HBLPOWER
973,Dry cells companies,HBL Power System,https://www.screener.in/company/EVEREADY/consolidated/,"2,516",346,442,273,60.8,50.8,0.0,12.9,8.87,5.00,5.23,26.6,64.2,7.27,2.83,21.7,46.9,3.50,0.78,0.93,EVEREADY
974,Dry cells companies,Eveready Inds.,https://www.screener.in/company/NIPPOBATRY/consolidated/,590,787,858,284,,307,0.64,0.73,-2.49,5.00,4.02,177,64.2,0.75,4.02,8.27,62.6,5.73,0.92,0.72,NIPPOBATRY
975,Dry cells companies,Indo National,https://www.screener.in/company/504093/,312,415,489,201,,130,0.0,-6.86,-3.76,10.0,7.37,107,64.2,0.75,7.56,15.0,53.9,4.61,0.85,0.01,504093
976,Dry cells companies,Panasonic Energy,https://www.screener.in/company/ZOMATO/consolidated/,"1,07,754",124,132,44.4,,22.9,0.0,-5.79,-5.91,1.00,71.7,179,50.4,860,39.6,6.11,53.0,0.04,0.94,0.03,ZOMATO
977,E-Commerce/App based Aggregator companies,Zomato Ltd,https://www.screener.in/company/NAUKRI/consolidated/,"66,505","5,140","5,319","3,308",135,"1,526",0.37,2.76,-1.64,10.0,19.6,55.4,50.4,12.9,21.4,3.36,65.3,15.9,0.97,0.01,NAUKRI
978,E-Commerce/App based Aggregator companies,Info Edg.(India),https://www.screener.in/company/NYKAA/consolidated/,"49,662",174,183,114,"2,532",4.88,0.0,5.52,1.42,1.00,27.9,52.2,45.8,286,42.8,5.15,57.1,0.02,0.95,0.69,NYKAA
979,E-Commerce/App based Aggregator companies,FSN E-Commerce,https://www.screener.in/company/PAYTM/,"40,340",635,998,503,,196,0.0,-13.5,-13.9,1.00,55.1,26.4,50.4,63.5,24.6,36.4,29.4,-5.10,0.64,0.02,PAYTM
980,E-Commerce/App based Aggregator companies,One 97,https://www.screener.in/company/INDIAMART/,"16,666","2,722","3,336","2,144",50.4,257,0.37,17.5,13.9,10.0,25.8,27.0,50.4,6.12,14.6,18.4,50.3,13.5,0.82,0.03,INDIAMART
981,E-Commerce/App based Aggregator companies,Indiamart Inter.,https://www.screener.in/company/EASEMYTRIP/,"7,150",40.4,56.4,37.0,44.6,3.46,0.25,54.6,46.9,1.00,39.5,9.05,174,177,45.0,28.5,58.0,0.29,0.72,0.19,EASEMYTRIP
982,E-Commerce/App based Aggregator companies,Easy Trip Plann.,https://www.screener.in/company/JUSTDIAL/,"6,821",802,879,565,21.7,449,0.0,1.70,1.30,10.0,34.2,42.0,50.4,8.50,-3.94,8.74,64.6,8.44,0.91,0.02,JUSTDIAL
983,E-Commerce/App based Aggregator companies,Just Dial,https://www.screener.in/company/MSTCLTD/consolidated/,"4,711",669,690,239,20.5,127,2.24,37.9,33.6,10.0,-1.10,180,45.8,7.04,-16.3,2.96,81.3,7.86,0.97,0.16,MSTCLTD
984,E-Commerce/App based Aggregator companies,MSTC,https://www.screener.in/company/YATRA/consolidated/,"2,269",145,158,124,304,47.2,0.0,13.8,5.52,1.00,91.9,16.1,174,15.7,-17.4,8.57,64.2,-1.09,0.91,0.27,YATRA
985,E-Commerce/App based Aggregator companies,Yatra Online,https://www.screener.in/company/CREATIVE/consolidated/,"1,062",755,848,358,34.8,122,0.07,23.8,24.8,10.0,53.4,111,45.8,1.41,44.9,10.9,55.8,7.44,0.89,0.38,CREATIVE
986,E-Commerce/App based Aggregator companies,Creative Newtech,https://www.screener.in/company/DENTALKART/,991,619,730,211,130,37.2,0.0,80.1,70.5,10.0,60.1,193,45.8,1.60,59.4,15.2,48.1,3.92,0.85,0.01,DENTALKART
987,E-Commerce/App based Aggregator companies,Vasa Denticity,https://www.screener.in/company/NURECA/consolidated/,428,428,503,294,450,197,0.0,-6.27,-5.37,10.0,-32.9,45.5,45.8,1.00,3.84,15.0,64.7,2.89,0.85,0.01,NURECA
988,E-Commerce/App based Aggregator companies,Nureca,https://www.screener.in/company/543787/,383,433,520,126,45.8,23.0,0.0,58.1,57.9,10.0,44.4,244,45.8,0.88,70.3,16.7,43.4,4.38,0.83,0.7,543787
989,E-Commerce/App based Aggregator companies,Macfos,https://www.screener.in/company/MOS/,219,88.0,121,78.6,23.0,30.5,0.0,27.2,27.1,10.0,39.4,12.0,45.8,2.49,-42.4,27.2,43.4,2.34,0.73,0.03,MOS
990,E-Commerce/App based Aggregator companies,MOS Utility,https://www.screener.in/company/543941/,98.3,319,473,203,61.4,48.4,0.0,58.4,65.7,10.0,20.6,57.1,45.8,0.31,153,32.6,57.2,-2.50,0.67,0.0,543941
991,E-Commerce/App based Aggregator companies,Ahasolar Technol,https://www.screener.in/company/543637/,62.0,27.5,33.7,16.3,100,10.0,0.0,2.73,1.28,10.0,171,68.9,45.8,2.25,167,18.3,65.1,0.12,0.82,0.06,543637
992,E-Commerce/App based Aggregator companies,Pace E-Commerce,https://www.screener.in/company/CBAZAAR/consolidated/,60.1,28.0,42.0,27.2,34.1,,0.0,81.6,138,1.00,7.08,2.94,45.8,2.15,,33.3,12.7,7.59,0.67,0.89,CBAZAAR
993,E-Commerce/App based Aggregator companies,Net Avenue,https://www.screener.in/company/WOMANCART/consolidated/,55.4,132,207,99.0,34.2,,0.0,,,10.0,,33.0,45.8,0.42,,36.3,42.1,3.94,0.64,0.04,WOMANCART
994,E-Commerce/App based Aggregator companies,Womancart,https://www.screener.in/company/521105/,42.7,70.9,158,54.4,47.4,85.5,0.0,5.38,1.93,10.0,-68.2,30.4,45.8,0.60,41.7,55.2,53.7,0.27,0.45,0.82,521105
995,E-Commerce/App based Aggregator companies,Olympia Industri,https://www.screener.in/company/544015/,34.8,124,165,118,57.0,,0.0,28.5,44.4,10.0,51.6,5.56,,0.28,76.8,24.7,45.6,1.25,0.75,1.26,544015
996,E-Commerce/App based Aggregator companies,Mish Designs,https://www.screener.in/company/538786/,14.5,26.9,35.2,14.7,,8.54,0.0,0.22,0.22,10.0,-9.33,83.2,45.8,0.54,17.2,23.5,48.9,0.02,0.77,0.0,538786
997,E-Commerce/App based Aggregator companies,Citizen Infoline,https://www.screener.in/company/543521/,7.16,4.20,8.84,3.10,,7.94,0.0,-8.36,-11.7,10.0,263,35.5,45.8,1.71,20.5,52.5,57.5,-0.05,0.48,0.16,543521
998,E-Commerce/App based Aggregator companies,Fone4 Communica.,https://www.screener.in/company/524622/,5.33,2.50,3.16,1.41,,-0.80,0.0,,,4.00,-100,77.3,45.8,2.13,,20.9,33.3,-0.02,0.79,,524622
999,E-Commerce/App based Aggregator companies,iStreet Network,https://www.screener.in/company/538765/,2.97,4.58,5.10,2.17,18.6,12.1,0.0,3.29,2.84,10.0,-97.9,111,45.8,0.65,,10.2,62.8,0.08,0.9,0.0,538765
1000,E-Commerce/App based Aggregator companies,JLA Infraville,https://www.screener.in/company/MARICO/consolidated/,"70,968",548,595,463,50.3,32.6,0.82,41.9,35.8,1.00,0.43,18.5,27.6,129,10.1,7.82,59.6,2.73,0.92,0.12,MARICO
1001,Edible Oil companies,Marico,https://www.screener.in/company/PATANJALI/,"57,014","1,575","1,665",852,65.1,282,0.38,13.5,11.1,2.00,9.48,84.9,27.6,36.2,34.0,5.41,57.1,7.03,0.95,0.12,PATANJALI
1002,Edible Oil companies,Patanjali Foods,https://www.screener.in/company/AWL/consolidated/,"46,126",355,623,286,252,61.3,0.0,15.0,7.41,1.00,-6.30,24.2,27.6,130,25.2,43.1,50.7,-1.01,0.57,0.48,AWL
1003,Edible Oil companies,Adani Wilmar,https://www.screener.in/company/GAEL/,"8,418",367,410,224,27.6,112,0.19,17.9,14.5,1.00,-0.15,63.7,27.6,22.9,8.75,10.5,49.2,3.62,0.89,0.11,GAEL
1004,Edible Oil companies,Guj. Ambuja Exp,https://www.screener.in/company/GOKULAGRO/consolidated/,"1,831",124,139,94.8,13.8,48.1,0.0,28.2,23.6,2.00,8.65,30.9,27.6,14.8,24.4,10.5,53.8,2.29,0.89,0.65,GOKULAGRO
1005,Edible Oil companies,Gokul Agro,https://www.screener.in/company/BCLIND/consolidated/,"1,710",66.4,79.1,30.0,20.3,21.8,0.75,13.9,16.1,1.00,0.18,121,27.6,25.8,25.8,16.2,55.0,0.71,0.84,0.92,BCLIND
1006,Edible Oil companies,BCL Industries,https://www.screener.in/company/MKPL/,"1,052",84.0,100,54.1,107,4.25,0.0,19.1,23.7,1.00,-6.03,55.4,27.6,12.5,17.5,16.0,50.2,0.23,0.84,0.14,MKPL
1007,Edible Oil companies,M K Proteins,https://www.screener.in/company/GOKUL/consolidated/,534,54.0,55.0,25.0,21.3,32.9,0.0,8.17,7.57,2.00,-13.0,116,27.6,9.90,13.3,1.91,74.2,-0.47,0.98,1.08,GOKUL
1008,Edible Oil companies,Gokul Refoils,https://www.screener.in/company/KRITINUT/,435,86.8,97.0,37.2,12.2,30.6,0.29,19.5,17.0,1.00,-10.1,134,27.6,5.01,15.3,10.4,59.3,1.95,0.9,0.07,KRITINUT
1009,Edible Oil companies,Kriti Nutrients,https://www.screener.in/company/KNAGRI/consolidated/,335,134,160,98.6,12.4,113,0.0,15.6,10.1,10.0,18.8,35.9,27.6,2.50,37.8,16.2,48.6,9.14,0.84,0.28,KNAGRI
1010,Edible Oil companies,KN Agri Resource,https://www.screener.in/company/519003/consolidated/,328,251,341,191,,63.2,0.0,3.20,1.35,10.0,-9.28,31.2,27.6,1.31,,26.5,37.5,0.60,0.73,1.78,519003
1011,Edible Oil companies,Modi Naturals,https://www.screener.in/company/531069/consolidated/,272,851,"1,080",627,44.6,"1,007",0.0,6.36,5.25,10.0,-21.6,35.8,27.6,0.32,18.8,21.2,59.4,0.78,0.79,0.2,531069
1012,Edible Oil companies,Vijay Solvex,https://www.screener.in/company/519216/,253,31.5,39.8,22.0,,15.5,0.0,4.05,0.46,2.00,-11.5,43.1,,8.05,17.6,20.9,35.5,0.15,0.79,0.0,519216
1013,Edible Oil companies,Ajanta Soya,https://www.screener.in/company/MGEL/consolidated/,239,16.6,37.0,11.5,13.8,8.63,0.12,10.8,13.8,2.00,23.2,43.9,27.6,14.4,34.8,55.2,43.1,0.07,0.45,1.87,MGEL
1014,Edible Oil companies,Mangalam Global,https://www.screener.in/company/543373/,226,102,132,59.1,16.3,33.3,0.49,20.2,24.1,10.0,-5.15,72.6,27.6,2.21,38.8,22.7,44.5,3.35,0.77,1.82,543373
1015,Edible Oil companies,Shri Venkatesh,https://www.screener.in/company/ROML/,143,47.6,56.9,33.9,68.2,-2.14,0.0,15.1,,10.0,11.7,40.3,27.6,3.00,19.2,16.4,45.5,0.09,0.84,,ROML
1016,Edible Oil companies,Raj Oil Mills,https://www.screener.in/company/RCDL/,108,45.0,63.0,44.6,19.5,,0.0,23.1,43.1,10.0,981,1.01,27.6,2.39,214,28.5,33.8,2.24,0.72,1.88,RCDL
1017,Edible Oil companies,Rajgor Castor,https://www.screener.in/company/519477/,104,37.3,56.2,32.7,137,30.2,0.0,9.89,0.46,10.0,-17.4,14.1,27.6,2.80,11.0,33.7,48.7,0.19,0.66,1.4,519477
1018,Edible Oil companies,CIAN Agro,https://www.screener.in/company/519471/,103,179,544,170,33.7,41.7,0.0,12.6,13.7,10.0,0.37,5.00,27.6,0.57,6.66,67.2,45.1,1.36,0.33,1.17,519471
1019,Edible Oil companies,Ambar Protein,https://www.screener.in/company/531153/,71.5,6.25,15.2,5.70,31.9,1.47,0.0,8.96,14.6,1.00,-12.3,9.65,27.6,11.4,14.2,59.0,48.6,0.03,0.41,2.99,531153
1020,Edible Oil companies,Diligent Indust.,https://www.screener.in/company/SRPL/,47.1,1.10,15.4,0.95,,1.27,0.0,10.2,7.11,1.00,-71.4,15.8,27.6,42.8,1.43,92.9,53.2,-0.04,0.07,0.68,SRPL
1021,Edible Oil companies,Shree Ram Prote.,https://www.screener.in/company/519359/,36.4,63.8,75.0,48.0,32.8,96.8,0.0,2.95,2.14,10.0,-41.9,32.9,27.6,0.57,5.58,15.0,50.1,0.28,0.85,0.0,519359
1022,Edible Oil companies,Poona Dal & Oil,https://www.screener.in/company/NKIND/consolidated/,34.1,56.8,94.4,0.00,,-573,0.0,,,10.0,21.5,,27.6,0.60,-46.1,39.8,44.4,-1.31,0.6,,NKIND
1023,Edible Oil companies,N K Industries,https://www.screener.in/company/543678/,24.5,26.0,40.0,23.0,20.7,18.6,0.0,13.3,11.4,10.0,-14.6,13.0,27.6,0.94,3.29,34.9,42.6,0.57,0.65,0.73,543678
1024,Edible Oil companies,Ambo Agritec,https://www.screener.in/company/531246/,22.9,21.2,23.4,13.6,18.9,10.2,0.0,0.38,1.82,10.0,-36.4,56.0,27.6,1.08,-23.7,9.28,58.1,0.36,0.91,0.08,531246
1025,Edible Oil companies,Prima Industries,https://www.screener.in/company/530119/,16.4,43.6,63.0,36.8,,92.1,0.0,3.63,1.55,10.0,25.1,18.7,27.6,0.37,-2.34,30.8,43.0,-15.0,0.69,0.5,530119
1026,Edible Oil companies,Natraj Proteins,https://www.screener.in/company/519242/,7.34,42.5,95.2,37.7,,9.10,0.0,0.42,-1.27,10.0,-73.2,12.8,27.6,0.17,2.41,55.4,51.8,-0.06,0.45,0.0,519242
1027,Edible Oil companies,Sarda Proteins,https://www.screener.in/company/530291/consolidated/,7.11,11.6,16.0,8.56,,-26.5,0.0,-255,,10.0,,36.1,27.6,0.61,,27.2,60.6,-0.11,0.73,,530291
1028,Edible Oil companies,Paos Industries,https://www.screener.in/company/519606/,6.34,17.2,19.8,7.05,211,6.83,0.0,1.52,1.20,10.0,,145,27.6,0.37,,13.0,57.4,0.03,0.87,0.02,519606
1029,Edible Oil companies,Integ. Proteins,https://www.screener.in/company/519064/,5.62,66.1,99.2,17.2,23.4,28.8,0.0,11.5,8.70,10.0,111,283,27.6,0.09,,33.3,52.1,1.06,0.67,0.35,519064
1030,Edible Oil companies,Khandelwal Extra,https://www.screener.in/company/519439/,3.66,8.45,8.45,6.60,36.6,12.2,0.0,1.33,1.33,10.0,209,28.0,,0.43,,0.0,57.8,0.02,1.0,0.0,519439
1031,Edible Oil companies,Pion. Agro Extr.,https://www.screener.in/company/531265/,3.51,9.75,15.1,7.60,,21.0,0.0,-1.44,-1.44,10.0,,28.3,27.6,0.36,,35.4,55.5,-0.03,0.65,0.0,531265
1032,Edible Oil companies,Progrex Ventures,https://www.screener.in/company/500236/,3.02,1.64,2.54,1.35,,-3.87,0.0,-4.68,,10.0,-100,21.5,27.6,1.84,,35.4,61.7,-0.01,0.65,,500236
1033,Edible Oil companies,Kanel Indust.,https://www.screener.in/company/507663/,0.04,1.23,1.23,0.91,,54.7,0.0,3.74,-5.39,10.0,,35.2,27.6,0.03,,0.0,56.8,5.13,1.0,1.08,507663
1034,Edible Oil companies,Sagar Soya Prod,https://www.screener.in/company/VERANDA/consolidated/,"1,985",287,337,155,,62.0,0.0,-25.2,-60.5,10.0,111,85.2,42.5,6.92,,14.8,50.1,-0.31,0.85,1.06,VERANDA
1035,Education companies,Veranda Learning,https://www.screener.in/company/539921/,"1,063",66.0,109,47.9,223,4.06,0.0,8.21,5.74,1.00,81.6,37.8,42.5,16.1,-3.97,39.6,51.6,0.09,0.6,0.03,539921
1036,Education companies,Shanti Educat.,https://www.screener.in/company/GLOBAL/,611,300,345,136,19.4,38.4,1.0,54.3,40.5,5.00,30.6,120,42.5,2.04,32.0,13.0,52.9,5.27,0.87,0.0,GLOBAL
1037,Education companies,Global Education,https://www.screener.in/company/CLEDUCATE/consolidated/,558,101,112,48.8,19.2,51.9,0.0,6.81,8.16,5.00,18.4,108,42.5,5.51,-1.91,9.91,66.8,0.99,0.9,0.1,CLEDUCATE
1038,Education companies,CL Educate,https://www.screener.in/company/543713/,460,192,243,111,65.6,29.3,0.0,11.6,8.45,10.0,417,72.4,42.5,2.40,,21.2,51.4,1.65,0.79,0.0,543713
1039,Education companies,Droneacharya Aer,https://www.screener.in/company/DRONE/,362,149,177,95.0,148,22.7,0.0,33.2,27.4,10.0,371,56.7,42.5,2.43,,15.9,41.8,0.16,0.84,0.04,DRONE
1040,Education companies,Drone Destinatio,https://www.screener.in/company/CAREERP/consolidated/,343,189,264,118,15.4,278,1.06,3.05,2.43,10.0,45.1,59.2,42.5,1.82,-6.55,28.6,32.0,6.33,0.71,0.03,CAREERP
1041,Education companies,Career Point,https://www.screener.in/company/509026/consolidated/,115,65.2,75.0,48.5,,18.7,0.0,6.17,1.05,10.0,62.4,34.6,42.5,1.76,12.6,13.0,54.0,-0.43,0.87,0.98,509026
1042,Education companies,VJTF Eduservices,https://www.screener.in/company/ARIHANTACA/,105,173,190,91.2,,28.3,0.0,24.2,16.1,10.0,52.1,90.1,42.5,0.61,6.37,8.83,67.4,-1.49,0.91,0.0,ARIHANTACA
1043,Education companies,Arihant Academy,https://www.screener.in/company/TREEHOUSE/,88.8,21.0,25.0,10.4,,48.9,0.0,-15.4,-15.6,10.0,64.5,103,42.5,4.23,53.8,16.0,56.8,-0.20,0.84,0.0,TREEHOUSE
1044,Education companies,Tree House Edu.,https://www.screener.in/company/KEEPLEARN/,50.8,5.80,7.29,2.58,134,0.03,0.0,20.2,,1.00,6.29,125,42.5,8.76,263,20.4,47.0,0.03,0.8,13.7,KEEPLEARN
1045,Education companies,DSJ Keep Learn,https://www.screener.in/company/540062/,40.6,77.4,77.4,42.4,"2,030",20.2,0.0,0.95,0.66,10.0,-37.5,82.6,42.5,0.52,19.4,0.0,83.8,0.00,1.0,0.0,540062
1046,Education companies,Golden Crest,https://www.screener.in/company/534741/consolidated/,39.8,0.94,1.35,0.77,65.3,1.49,0.0,,,1.00,,22.1,42.5,42.4,,30.4,50.7,0.00,0.7,0.02,534741
1047,Education companies,Virtual Global,https://www.screener.in/company/542592/consolidated/,38.2,624,733,204,120,40.3,0.48,16.1,13.5,10.0,127,206,42.5,0.06,0.55,14.9,49.5,7.01,0.85,0.0,542592
1048,Education companies,Humming Bird Edu,https://www.screener.in/company/539761/,37.5,112,395,12.7,23.0,22.1,0.0,35.5,25.6,10.0,282,779,42.5,0.34,87.4,71.7,45.8,0.83,0.28,0.0,539761
1049,Education companies,Vantage Knowledg,https://www.screener.in/company/MTEDUCARE/consolidated/,28.5,3.95,7.65,3.00,,6.53,0.0,-16.4,-43.9,10.0,-6.10,31.7,42.5,7.22,-34.3,48.4,51.9,-0.71,0.52,2.65,MTEDUCARE
1050,Education companies,MT Educare,https://www.screener.in/company/LCCINFOTEC/consolidated/,28.5,2.25,2.77,1.40,,2.80,0.0,-1.03,-1.14,2.00,260,60.7,,12.7,-27.8,18.8,53.2,-1.58,0.81,0.09,LCCINFOTEC
1051,Education companies,LCC Infotech,https://www.screener.in/company/MOXSH/,27.8,124,150,68.0,25.0,56.2,0.0,20.0,14.6,10.0,3.12,82.2,42.5,0.22,14.7,17.3,51.4,0.80,0.83,0.09,MOXSH
1052,Education companies,Moxsh Overseas,https://www.screener.in/company/543443/,19.2,47.0,59.0,21.3,12.2,26.1,,19.7,17.0,,44.1,121,42.5,0.41,19.5,20.3,50.7,1.59,0.8,0.28,543443
1053,Education companies,Ascensive Educa.,https://www.screener.in/company/508918/consolidated/,17.8,22.5,36.2,20.1,,15.2,0.0,-6.09,-14.5,10.0,41.8,11.9,42.5,0.79,-24.8,37.9,47.0,0.67,0.62,0.83,508918
